,periods_fast,periods_slow,end_value,return_ave,max_draw_downs,win_trades,loss_trades,total_trades,win_ratio,ave_win_value,ave_loss_value,ave_win_loss_ratio,return_rank,max_draw_downs_rank,win_ratio_rank,ave_win_loss_ratio_rank,rank
16,19,48,9627,-0.0005480115183928525,27.815940440272286,7,23,30,0.23333333333333334,558.2394718012728,-186.1345458255389,-2.999118026830453,131.0,218.0,8.0,10.0,91.75
131,15,49,10099,0.00010079421129848486,25.974432254409287,7,23,30,0.23333333333333334,647.0057667344607,-192.60821803712696,-3.359180482162732,211.0,180.0,8.0,4.0,100.75
116,16,35,9327,-0.0007637662589358268,29.502198663214802,9,27,36,0.25,547.2062993680134,-207.33199453355283,-2.639275721043904,113.0,257.0,18.0,42.0,107.5
228,12,39,10065,-2.6147446303225905e-05,27.338097753380133,10,29,39,0.2564102564102564,541.0749749584954,-184.33556299899018,-2.9352717736916536,191.0,207.0,20.0,14.0,108.0
201,13,37,10072,-1.812420137017274e-05,24.739814221287833,11,28,39,0.28205128205128205,463.2382570917791,-179.39893874371228,-2.5821683246050697,193.0,154.0,65.0,53.0,116.25
170,14,39,8735,-0.0014772258096942465,33.84774985019293,9,30,39,0.23076923076923078,509.84824529935094,-195.13269942578492,-2.612828330667676,56.0,356.0,6.0,48.0,116.5
417,6,24,10354,0.00011852324817186106,21.20997050218686,16,38,54,0.2962962962962963,371.4640918222797,-147.07755792899505,-2.5256340739734897,214.0,91.0,101.0,65.0,117.75
172,14,37,9211,-0.0009002684523528324,31.67963575508905,10,30,40,0.25,483.2034710174171,-187.37399554127674,-2.5788182059178637,101.0,299.0,18.0,55.0,118.25
29,19,35,8416,-0.0019221357526333913,37.41088288931024,9,34,43,0.20930232558139536,490.84278473396705,-176.53626958506612,-2.780407594924558,24.0,429.0,1.0,24.0,119.5
132,15,48,10612,0.0006394032151505188,24.557558242309735,8,22,30,0.26666666666666666,593.0224342151191,-187.82243930707298,-3.157356684339405,296.0,150.0,28.0,6.0,120.0
50,18,43,8676,-0.0016207903902231932,33.355139671027246,8,25,33,0.24242424242424243,529.2470987718976,-222.34387074884174,-2.380308919645156,43.0,338.0,10.0,104.0,123.75
171,14,38,9166,-0.0009541736615422819,31.760900691408036,10,29,39,0.2564102564102564,485.54553066822854,-196.21401328205823,-2.4745711203116536,98.0,303.0,20.0,75.0,124.0
87,17,35,8365,-0.0019473917311729815,33.86236961060637,9,29,38,0.23684210526315788,497.3267780671323,-210.73593350128724,-2.359952428635501,21.0,357.0,9.0,116.0,125.75
21,19,43,8427,-0.0019369671247540144,35.284888217940484,8,27,35,0.22857142857142856,515.4943085070846,-211.0107868986426,-2.4429760965476057,22.0,394.0,3.0,85.0,126.0
133,15,47,10795,0.000825719118812471,21.126433958225817,9,22,31,0.2903225806451613,494.9412998998821,-166.3143413990717,-2.9759387899824534,320.0,89.0,85.0,12.0,126.5
45,18,48,9912,-0.0001726771445401039,28.26349333387043,8,21,29,0.27586206896551724,511.7624779252473,-199.16205094712654,-2.569578268006036,176.0,228.0,47.0,57.0,127.0
30,19,34,8482,-0.0018370776869206888,37.34072672706873,9,31,40,0.225,500.45933951331426,-194.2797037843855,-2.575973350611711,31.0,426.0,2.0,56.0,128.75
303,10,22,10754,0.0005477251836167162,19.803054647215415,16,37,53,0.3018867924528302,395.82834656933846,-150.77214777311877,-2.625341300867977,279.0,74.0,123.0,45.0,130.25
58,18,35,8418,-0.0019196749023797988,35.564115285045006,9,30,39,0.23076923076923078,474.9913723438055,-195.25550059923668,-2.4326657681144086,25.0,403.0,6.0,90.0,131.0
238,12,29,10988,0.0010609512135299622,22.104808147867356,12,31,43,0.27906976744186046,470.30322260221124,-150.17397723183308,-3.131722494611529,355.0,107.0,59.0,7.0,132.0
117,16,34,9484,-0.000582623164055482,28.543111283678808,10,26,36,0.2777777777777778,489.2017065154447,-208.01490863465236,-2.3517627160784693,124.0,233.0,56.0,120.0,133.25
246,12,21,11344,0.0011815104143979432,16.968289246518026,18,42,60,0.3,402.5833846709456,-140.53550900966042,-2.8646381794032707,372.0,24.0,121.0,19.0,134.0
379,7,33,9911,-5.028088923304996e-05,30.634697835664326,13,35,48,0.2708333333333333,430.66006625536653,-162.5117583280116,-2.650024039405985,187.0,275.0,37.0,37.0,134.0
380,7,32,10151,0.00025999332478433926,28.716742012864117,13,35,48,0.2708333333333333,458.9176606916142,-166.12308680385928,-2.762515852076936,236.0,239.0,37.0,25.0,134.25
161,14,48,10658,0.0006865868824121108,20.648538401537582,9,21,30,0.3,493.43057839450546,-180.12491868325154,-2.739379881482139,304.0,86.0,121.0,27.0,134.5
425,5,45,9911,-1.4834570946937861e-06,30.71958981711327,11,30,41,0.2682926829268293,520.8771569708723,-193.97731070498176,-2.685247852327788,197.0,278.0,31.0,33.0,134.75
111,16,40,8247,-0.0021019180733706706,37.42203978422386,9,30,39,0.23076923076923078,489.7531028820338,-205.37507987281882,-2.3846763842298673,12.0,430.0,6.0,103.0,137.75
44,18,49,10008,-6.74101153669883e-05,28.126872547671596,8,20,28,0.2857142857142857,516.3415832280509,-206.12895534327117,-2.5049444527003772,184.0,224.0,75.0,69.0,138.0
217,13,21,11858,0.0018528133300211552,15.360715933576582,19,44,63,0.30158730158730157,408.83871754028155,-134.30562229731848,-3.0440923510649216,414.0,12.0,122.0,8.0,139.0
200,13,38,9037,-0.0011975286921943437,32.86187560477619,10,28,38,0.2631578947368421,475.56670027795064,-204.24728808633904,-2.328386852690646,78.0,327.0,25.0,137.0,141.75
431,5,39,9628,-0.00031636100917645157,31.546507820243647,12,32,44,0.2727272727272727,457.5685461327926,-183.23326262874153,-2.4971915009770695,156.0,297.0,43.0,71.0,141.75
134,15,46,11034,0.0010631995964982804,20.26435096435381,9,21,30,0.3,493.0075162205568,-162.0501180787453,-3.0423150693477976,356.0,82.0,121.0,9.0,142.0
386,7,26,10663,0.000794850400179754,18.371675814885215,15,34,49,0.30612244897959184,405.3128081713548,-159.29550058806905,-2.5444083899109953,316.0,43.0,149.0,61.0,142.25
135,15,45,10795,0.0008259755151645618,22.309935609578883,9,21,30,0.3,508.0550058667902,-179.84210528026523,-2.825005885440672,321.0,111.0,121.0,21.0,143.5
88,17,34,8846,-0.001339497029760267,32.04936066692617,10,28,38,0.2631578947368421,482.41369483496936,-213.51458345877367,-2.2593945903845762,67.0,309.0,25.0,174.0,143.75
173,14,36,10412,0.00043224953150777996,25.06590100635645,11,26,37,0.2972972972972973,476.5272500227462,-185.75712873549224,-2.5653241588445006,253.0,160.0,104.0,59.0,144.0
381,7,31,10128,0.00023552535333883672,29.91619631939417,13,34,47,0.2765957446808511,464.08217975501833,-173.65508608303458,-2.6724364383610033,234.0,262.0,49.0,34.0,144.75
160,14,49,10957,0.0009878180049830967,21.61529722944566,9,21,30,0.3,518.9613487583601,-176.8044909473008,-2.935227187826605,346.0,99.0,121.0,15.0,145.25
434,5,36,9669,-0.0002705494316940036,31.35912350626208,13,34,47,0.2765957446808511,435.1425174364261,-176.142142910488,-2.4704054932359774,163.0,293.0,49.0,78.0,145.75
239,12,28,10814,0.0008511588673048718,25.174910637232944,13,32,45,0.28888888888888886,442.1884185630905,-154.1846079239146,-2.867915445757705,326.0,164.0,76.0,18.0,146.0
199,13,39,8919,-0.0013402065608230725,33.07726718863122,10,28,38,0.2631578947368421,474.01236903200487,-207.90090013254144,-2.2799919034973466,66.0,332.0,25.0,161.0,146.0
107,16,44,10198,0.00016638531602530484,25.48513460942024,9,21,30,0.3,515.7360537580653,-211.59632898834693,-2.437358229340869,221.0,171.0,121.0,87.0,150.0
198,13,40,8562,-0.001694704875983341,35.355078276757574,9,27,36,0.25,536.2561420149198,-232.02514455433663,-2.3111983963847376,41.0,396.0,18.0,146.0,150.25
426,5,44,9602,-0.00034507867767794134,31.55702128874465,12,31,43,0.27906976744186046,474.2926640116713,-196.43728945384836,-2.4144736741702153,151.0,298.0,59.0,94.0,150.5
59,18,34,8396,-0.0019482835685126238,36.446703702354675,10,31,41,0.24390243902439024,443.8583891534202,-194.95005250080828,-2.2767800442196853,20.0,418.0,13.0,163.0,153.5
430,5,40,9471,-0.0004946289627930041,33.58554498321011,12,32,44,0.2727272727272727,466.3515580991182,-191.4208673544685,-2.4362629035398724,137.0,347.0,43.0,89.0,154.0
304,10,21,10987,0.0007802747681104077,17.415576468934713,18,38,56,0.32142857142857145,406.30393566919213,-166.47936863370919,-2.440566293611728,313.0,32.0,197.0,86.0,157.0
227,12,40,9011,-0.0012295946970091358,34.91791750287137,9,25,34,0.2647058823529412,557.8331026795106,-240.41498998581798,-2.320292518833443,74.0,385.0,27.0,142.0,157.0
240,12,27,12463,0.0023936699732509193,21.39619256178326,13,31,44,0.29545454545454547,558.1509522098632,-154.59622087072555,-3.6103790187510016,435.0,94.0,100.0,2.0,157.75
115,16,36,9100,-0.001031909126636861,30.73204877387378,10,26,36,0.2777777777777778,475.558845299355,-217.53720184677155,-2.1861035320033593,89.0,279.0,56.0,207.0,157.75
405,6,36,10327,0.0004469825936088347,27.114680960087576,14,33,47,0.2978723404255319,426.1594198101266,-170.86245596100392,-2.4941665353762055,255.0,202.0,107.0,72.0,159.0
409,6,32,10027,0.00012678054580134745,30.771649596910265,14,35,49,0.2857142857142857,429.42404901491733,-170.97056639937867,-2.5116840755607273,216.0,281.0,75.0,67.0,159.75
144,15,36,10664,0.0006929566559941987,23.66751092600999,11,25,36,0.3055555555555556,488.2942510867471,-188.25472691539255,-2.5937954339186478,305.0,136.0,148.0,50.0,159.75
343,8,40,9391,-0.0006364258602783697,32.83987144333062,10,26,36,0.2777777777777778,506.2366474319632,-218.15304148526485,-2.3205573664493557,120.0,326.0,56.0,141.0,160.75
264,11,32,11174,0.0012435353820537246,23.19533392344936,12,28,40,0.3,486.3181381718409,-166.4798425777938,-2.921183313496894,378.0,130.0,121.0,16.0,161.25
56,18,37,8342,-0.002017645382401006,37.24952814149546,9,28,37,0.24324324324324326,460.63142464608853,-207.28399070772227,-2.2222238344281737,17.0,424.0,12.0,192.0,161.25
433,5,37,9610,-0.0003369599051247256,32.60836336087729,13,33,46,0.2826086956521739,440.05608573549057,-185.1999539228202,-2.376113365119294,154.0,319.0,66.0,110.0,162.25
377,7,35,10203,0.0002666371758319857,28.667787164780638,13,31,44,0.29545454545454547,439.95984803549607,-177.922415612213,-2.472762335884654,237.0,238.0,100.0,76.0,162.75
89,17,33,8661,-0.001569017493842188,33.19305319094555,11,30,41,0.2682926829268293,408.0439072448906,-194.25271582138546,-2.1005827667299397,49.0,333.0,31.0,242.0,163.75
354,8,29,11334,0.00140896168110749,18.406227254213892,14,30,44,0.3181818181818182,453.03388564539125,-166.9283124197644,-2.7139427642817995,390.0,44.0,193.0,29.0,164.0
28,19,36,8399,-0.0019732320957739414,35.992759960100045,10,30,40,0.25,422.4147956251812,-194.18508048032768,-2.1753205476976634,19.0,409.0,18.0,210.0,164.0
27,19,37,8303,-0.0020982988669267697,38.09726782849384,9,28,37,0.24324324324324326,463.17460261524076,-209.50205350394958,-2.2108356212675924,14.0,437.0,12.0,198.0,165.25
378,7,34,10167,0.00022784911999884638,29.11592670004283,13,31,44,0.29545454545454547,439.10859856190575,-178.73794572492653,-2.4567172727702906,232.0,249.0,100.0,81.0,165.5
237,12,30,10563,0.0006320757736436545,23.89112270265582,13,29,42,0.30952380952380953,410.6658226191961,-164.6733278402018,-2.4938211184855885,293.0,139.0,158.0,73.0,165.75
424,5,46,9713,-0.00022120907241529115,33.262806019974064,11,28,39,0.28205128205128205,527.324384166538,-217.4486582825316,-2.4250523702077027,170.0,335.0,65.0,93.0,165.75
141,15,39,9195,-0.000918711686583336,33.796246175703274,11,29,40,0.275,449.4827057243576,-198.2561530927905,-2.2671816168751375,100.0,355.0,46.0,170.0,167.75
1,20,34,8225,-0.0022002946278722275,38.91675710810582,10,30,40,0.25,486.8846319737976,-221.46251868877656,-2.1984967698214493,9.0,445.0,18.0,201.0,168.25
256,11,40,10612,0.0006827815508043594,26.20157670290148,10,23,33,0.30303030303030304,565.4334058413008,-219.2092818916886,-2.5794227368560136,303.0,183.0,135.0,54.0,168.75
272,11,24,11887,0.001879517426061654,15.014685872892677,17,35,52,0.3269230769230769,396.6238367992038,-138.712785639531,-2.859317077157537,416.0,3.0,237.0,20.0,169.0
422,5,48,9591,-0.00035791847120320025,33.739420573274714,11,28,39,0.28205128205128205,524.097863541719,-220.5162936975161,-2.3766854355924742,150.0,353.0,65.0,109.0,169.25
383,7,29,10101,0.00020582133497353813,28.82188150707657,14,33,47,0.2978723404255319,461.66337602672075,-192.79193129770874,-2.3946198003163395,228.0,243.0,107.0,100.0,169.5
344,8,39,9615,-0.0003423135564408012,31.367721093099853,11,27,38,0.2894736842105263,487.5456896434684,-212.89986385775683,-2.290023491838438,152.0,294.0,81.0,155.0,170.5
439,5,31,9156,-0.0008187189608896344,32.638525563681945,14,36,50,0.28,374.9914882951334,-169.29900016780903,-2.2149657583532223,106.0,321.0,60.0,197.0,171.0
273,11,23,12468,0.002398478075472919,15.014685872892693,17,35,52,0.3269230769230769,411.5330402603142,-129.34479343584735,-3.181674571728525,436.0,7.0,237.0,5.0,171.25
423,5,47,9815,-0.00010720750728063833,32.41652124147015,11,27,38,0.2894736842105263,523.625822110293,-220.20301095262496,-2.377923080365814,182.0,316.0,81.0,107.0,171.5
440,5,30,9041,-0.000955559459807906,34.06751312629559,14,37,51,0.27450980392156865,381.84231662021017,-170.41107796225398,-2.2407129934638883,97.0,363.0,44.0,183.0,171.75
245,12,22,12355,0.0021096686073750646,15.014685872892693,18,37,55,0.32727272727272727,443.0047603030304,-151.8606606651193,-2.9171791981067265,425.0,7.0,239.0,17.0,172.0
370,7,42,9989,3.498537196968715e-05,31.355630708310983,10,24,34,0.29411764705882354,576.7579743706302,-240.78585361482791,-2.3953150308125606,203.0,292.0,97.0,99.0,172.75
225,12,42,9070,-0.0011581788582052494,34.79629609405155,9,24,33,0.2727272727272727,520.2480947491674,-233.8631645628011,-2.2245833187186737,81.0,378.0,43.0,190.0,173.0
142,15,38,9045,-0.0010976914572714581,33.264080879614426,10,26,36,0.2777777777777778,474.18181199749034,-219.1192800867266,-2.1640350945376006,84.0,336.0,56.0,217.0,173.25
385,7,27,10716,0.0008482916890056422,19.99004163447081,15,32,47,0.3191489361702128,411.1004229219724,-170.32197755152893,-2.4136663326234498,325.0,79.0,196.0,95.0,173.75
392,6,49,10558,0.0006375164855387798,30.01182771082037,10,24,34,0.29411764705882354,606.1913868103773,-229.3273786343611,-2.6433450311089413,295.0,264.0,97.0,40.0,174.0
224,12,43,9049,-0.001183139770360757,34.82143232228856,9,24,33,0.2727272727272727,518.8304748037333,-234.1983645220797,-2.2153462764887033,79.0,379.0,43.0,196.0,174.25
229,12,38,10536,0.00047193326451669854,24.94307384317878,12,26,38,0.3157894736842105,462.1873413133028,-192.66483014971072,-2.3989191019147547,259.0,157.0,185.0,98.0,174.75
15,19,49,10097,-2.888451915955435e-05,26.593052964519817,9,20,29,0.3103448275862069,448.57368531037105,-196.98314846126578,-2.2772185784134593,190.0,189.0,159.0,162.0,175.0
257,11,39,10761,0.0008346896671574089,26.46163940486806,11,25,36,0.3055555555555556,513.6214229303628,-195.51832233445577,-2.6269733536878266,323.0,187.0,148.0,44.0,175.5
357,8,26,11170,0.0009269489533052731,19.533164241995866,16,33,49,0.32653061224489793,413.76883875165777,-165.1496520174582,-2.505417563386193,334.0,70.0,234.0,68.0,176.5
297,10,28,10370,0.00048000991544160364,26.318328211588344,13,29,42,0.30952380952380953,418.40680423643914,-174.79212011252724,-2.393739511638615,262.0,186.0,158.0,101.0,176.75
241,12,26,13208,0.002835922803229156,17.665818850346874,14,29,43,0.32558139534883723,519.8816215592194,-140.3233757217338,-3.7048825178647564,444.0,33.0,231.0,1.0,177.25
395,6,46,9513,-0.0004963103908524623,32.6005408973962,11,27,38,0.2894736842105263,509.5222942299279,-225.64912371788608,-2.2580291287412635,136.0,318.0,81.0,175.0,177.5
436,5,34,9954,4.5248271200756674e-05,30.048605757794277,14,33,47,0.2978723404255319,390.12652749612454,-166.93159359075787,-2.337044289246657,205.0,266.0,107.0,132.0,177.5
136,15,44,9268,-0.0008332776601560868,30.617424945578744,9,22,31,0.2903225806451613,473.69966996297285,-227.08453682950812,-2.0860058398367296,104.0,274.0,85.0,249.0,178.0
197,13,41,8951,-0.0012116564690903143,34.86014229313462,9,24,33,0.2727272727272727,511.3133236643198,-235.4637469885657,-2.1715161259586577,76.0,381.0,43.0,213.0,178.25
427,5,43,9333,-0.0006547091902917963,35.11286315494517,12,31,43,0.27906976744186046,466.9106532029714,-202.27852239233556,-2.3082561988334107,119.0,389.0,59.0,147.0,178.5
421,5,49,9908,-4.803722970041631e-06,30.647911891009297,11,26,37,0.2972972972972973,499.93894873477035,-215.07791621791515,-2.324455051109182,196.0,276.0,104.0,138.0,178.5
247,11,49,9905,-0.00020091606026737094,30.03111928890468,9,21,30,0.3,531.4027078648743,-232.2925905305101,-2.287643814429277,173.0,265.0,121.0,156.0,178.75
140,15,40,8758,-0.0014484554829853867,34.888759215815014,10,27,37,0.2702702702702703,441.6563501805861,-209.5949296053475,-2.1071900499319995,57.0,383.0,35.0,240.0,178.75
364,7,48,10460,0.0005368095073303398,28.297654554331746,10,23,33,0.30303030303030304,599.1505337634252,-240.47033197371752,-2.491577771136067,277.0,229.0,135.0,74.0,178.75
296,10,29,10839,0.0009604956621451684,25.793863235573507,13,29,42,0.30952380952380953,443.3523354020709,-169.81254182557535,-2.6108338679569654,341.0,176.0,158.0,49.0,181.0
438,5,32,9322,-0.0006227453938286665,33.35634411546706,14,35,49,0.2857142857142857,380.77577773376873,-171.6909790431631,-2.217797229975849,122.0,339.0,75.0,194.0,182.5
17,19,47,9234,-0.0010006287630926424,31.175450757067885,9,22,31,0.2903225806451613,459.36907068897926,-222.74395190199965,-2.062318939600601,93.0,288.0,85.0,266.0,183.0
190,13,48,11332,0.0013527001041710306,18.732210474395117,10,20,30,0.3333333333333333,492.4664145553552,-179.62139614448043,-2.741691274681077,387.0,57.0,266.0,26.0,184.0
401,6,40,10092,0.00019687716465136872,29.910043435650667,13,30,43,0.3023255813953488,442.466119334762,-188.64048244112348,-2.345552309922977,226.0,261.0,125.0,124.0,184.0
314,9,40,9427,-0.0005567912998459741,33.75841555424386,10,25,35,0.2857142857142857,519.0522126422759,-230.54693194462624,-2.2513950121311703,129.0,354.0,75.0,179.0,184.25
305,9,49,10530,0.0005984178290642402,27.025276608681843,10,22,32,0.3125,530.2435772883152,-216.90750236684826,-2.4445607989691953,283.0,199.0,171.0,84.0,184.25
342,8,41,9698,-0.0002488968958000312,31.96604863932343,10,24,34,0.29411764705882354,525.6124532567584,-231.6012576103468,-2.2694714989029343,167.0,307.0,97.0,167.0,184.5
230,12,37,10415,0.00034573769369483626,26.078028410387173,12,26,38,0.3157894736842105,474.1427011776506,-202.86063652859505,-2.3372829213755124,241.0,181.0,185.0,131.0,184.5
114,16,37,8531,-0.001734424578832253,35.24522144724444,10,27,37,0.2702702702702703,459.9451700089986,-224.7907151002935,-2.046103949639502,39.0,393.0,35.0,272.0,184.75
298,10,27,12046,0.001834680250051833,20.47952882231054,15,31,46,0.32608695652173914,457.87593598449047,-155.5339162332385,-2.943897685298814,410.0,83.0,233.0,13.0,184.75
233,12,34,10591,0.0005285249312114555,26.107177421234873,12,26,38,0.3157894736842105,492.6927386084728,-204.62874222826116,-2.407739661806059,275.0,182.0,185.0,97.0,184.75
333,9,21,10855,0.0006080942101224573,21.71940395023878,18,37,55,0.32727272727272727,361.03547119099807,-152.504412314815,-2.3673772169011884,286.0,101.0,239.0,114.0,185.0
243,12,24,12177,0.0019525217173072484,15.014462954702887,17,32,49,0.3469387755102041,390.59132615891224,-139.4422603596482,-2.801097207916041,420.0,2.0,297.0,22.0,185.25
399,6,42,10011,5.972899027581451e-05,31.055027195144973,12,28,40,0.3,468.7740868584347,-200.49305126566955,-2.3381064026866,208.0,286.0,121.0,129.0,186.0
90,17,32,9818,-0.00020687312450464568,24.16406784427022,12,26,38,0.3157894736842105,405.79670845873073,-194.3215012256026,-2.0882748738525363,172.0,144.0,185.0,247.0,187.0
49,18,44,8890,-0.0013554004442714346,33.38506598588255,9,23,32,0.28125,474.3554643505179,-233.8867452306997,-2.0281417139848017,64.0,341.0,62.0,282.0,187.25
80,17,42,8482,-0.0018367230811554892,37.79020057179683,9,25,34,0.2647058823529412,489.92218704194937,-237.1023897436042,-2.0662895366501255,32.0,433.0,27.0,261.0,188.25
382,7,30,10428,0.0005529133949517195,29.236962538162366,14,32,46,0.30434782608695654,457.52553780549727,-186.76387429739347,-2.4497539447963925,282.0,253.0,137.0,82.0,188.5
402,6,39,10240,0.0003546158595440785,27.8723522051844,13,29,42,0.30952380952380953,436.333888834442,-187.30898594486413,-2.329487219384554,242.0,219.0,158.0,136.0,188.75
294,10,31,10921,0.0010433703662384884,24.75139465646091,13,28,41,0.3170731707317073,439.9349575293069,-171.3278628924745,-2.5677957461327257,353.0,155.0,189.0,58.0,188.75
356,8,27,11084,0.001119094585296962,17.373586541262906,16,32,48,0.3333333333333333,384.97483012937533,-158.5988480381943,-2.4273494725299924,368.0,31.0,266.0,92.0,189.25
84,17,38,8368,-0.0019846218137925557,38.89027788365296,10,28,38,0.2631578947368421,444.9071160191299,-217.21278418208658,-2.048254745660689,18.0,444.0,25.0,271.0,189.5
146,15,34,11396,0.0014141752236595975,19.814911996409624,13,26,39,0.3333333333333333,407.9177566615216,-150.24696831881442,-2.714981614776721,391.0,75.0,266.0,28.0,190.0
274,11,22,12669,0.002347671512088608,15.014685872892692,18,33,51,0.35294117647058826,382.60775847893535,-127.78716261422693,-2.9941016816687536,431.0,6.0,313.0,11.0,190.25
268,11,28,11446,0.0014688091073539584,21.876856329687424,15,31,46,0.32608695652173914,416.5870153615833,-154.90143161491582,-2.6893684003981098,395.0,103.0,233.0,31.0,190.5
340,8,43,10196,0.0002957722133405407,30.85559394285912,10,23,33,0.30303030303030304,586.9073017859178,-246.65435874823382,-2.3794726546267464,239.0,283.0,135.0,105.0,190.5
332,9,22,11034,0.000785399812459016,19.391992563180363,18,36,54,0.3333333333333333,367.3008182989746,-154.91398307573544,-2.370998479326466,315.0,69.0,266.0,112.0,190.5
285,10,40,9518,-0.0005006780701492424,35.651700108703245,10,25,35,0.2857142857142857,555.280299708609,-241.4029845058576,-2.3002213532912443,135.0,404.0,75.0,152.0,191.5
337,8,46,9809,-0.0001253777489206504,33.73787238469444,10,24,34,0.29411764705882354,568.5819805242971,-244.8872764448095,-2.321811033953163,179.0,352.0,97.0,139.0,191.75
267,11,29,11087,0.001206613598250844,25.131149587250786,13,28,41,0.3170731707317073,449.5521536390509,-169.89055196701247,-2.6461280420487427,377.0,163.0,189.0,39.0,192.0
313,9,41,9701,-0.00024578014785086433,33.519861689896956,10,24,34,0.29411764705882354,549.7414790744707,-241.53913822366053,-2.2759933777913077,168.0,344.0,97.0,164.0,193.25
429,5,41,9605,-0.000342138516437085,33.98656974766337,12,29,41,0.2926829268292683,477.6950193393234,-211.30298642067672,-2.2607111590382107,153.0,361.0,88.0,173.0,193.75
236,12,31,11000,0.0010734213290168606,23.099851146680013,12,25,37,0.32432432432432434,479.3152234860535,-190.03695197504868,-2.5222211706962456,360.0,126.0,223.0,66.0,193.75
393,6,48,9929,-3.08744255963309e-05,29.422430083646244,11,25,36,0.3055555555555556,524.5844053602837,-233.6819551159381,-2.2448648424736874,189.0,256.0,148.0,182.0,193.75
445,5,25,9406,-0.0005257957422364265,27.418792425446146,16,36,52,0.3076923076923077,342.0384519116453,-168.53953463074544,-2.0294256339381738,132.0,209.0,154.0,281.0,194.0
291,10,34,10423,0.0005360543201502313,26.532742105534254,12,26,38,0.3157894736842105,474.19870197024653,-202.55612030202,-2.3410731863505068,276.0,188.0,185.0,127.0,194.0
189,13,49,11148,0.0011754475747220007,20.99499150060708,10,20,30,0.3333333333333333,502.06352685812624,-193.5848924512857,-2.59350572506306,371.0,88.0,266.0,51.0,194.0
169,14,40,8629,-0.001610175699542401,35.19436252748295,10,26,36,0.2777777777777778,467.084625915891,-232.39920218414213,-2.0098374758868376,44.0,392.0,56.0,286.0,194.5
331,9,23,12163,0.0018440284014685055,15.014846350537953,17,31,48,0.3541666666666667,408.3926462051282,-154.17402823872237,-2.6489068935318656,412.0,11.0,317.0,38.0,194.5
57,18,36,8429,-0.0019047032857500094,36.17772682061845,10,27,37,0.2702702702702703,428.01466441168196,-216.71435138280287,-1.9750176288770076,28.0,413.0,35.0,303.0,194.75
235,12,32,11205,0.0012735033756686779,23.139678431148226,12,25,37,0.32432432432432434,493.243683596706,-188.54764949767466,-2.6160160835247597,381.0,128.0,223.0,47.0,194.75
101,17,21,11605,0.0013935192444982996,17.211150413754062,26,51,77,0.33766233766233766,332.95713230317403,-138.26861172270543,-2.408045673958975,389.0,28.0,267.0,96.0,195.0
358,8,25,12183,0.0018685900806039962,15.675632111450868,17,31,48,0.3541666666666667,409.6619976024052,-154.22528317849785,-2.6562570621333794,415.0,15.0,317.0,35.0,195.5
32,19,32,8493,-0.001822577919678472,35.83685697422239,11,29,40,0.275,411.10059307860234,-207.90764294781667,-1.9773231385331305,33.0,406.0,46.0,299.0,196.0
85,17,37,8496,-0.0018191180283457168,37.39804690908911,10,27,37,0.2702702702702703,436.860924008214,-217.52298492710727,-2.008343735052218,34.0,428.0,35.0,287.0,196.0
138,15,42,8670,-0.0015585440550334704,36.600664145521606,9,24,33,0.2727272727272727,477.7818277389801,-234.61606899670002,-2.0364411942546883,51.0,421.0,43.0,277.0,198.0
407,6,34,10382,0.0005039681038131184,28.376848146751925,15,33,48,0.3125,396.0210415419701,-168.43204694517453,-2.3512214493888854,270.0,231.0,171.0,121.0,198.25
271,11,25,12528,0.002225595921207388,15.014685872892697,18,32,50,0.36,389.2537864942233,-139.94076794640446,-2.781561029044106,430.0,9.0,331.0,23.0,198.25
341,8,42,10012,9.864893094095057e-05,31.684045692781698,10,23,33,0.30303030303030304,581.2014563614301,-252.14058949980094,-2.305068999459482,210.0,301.0,135.0,149.0,198.75
410,6,31,10105,0.00021042228409506799,27.426988504637634,15,33,48,0.3125,395.67218777629574,-176.65614211652405,-2.239787323756378,230.0,210.0,171.0,184.0,198.75
149,15,31,10519,0.0005442048797979979,24.32329390164731,12,25,37,0.32432432432432434,447.4258093452013,-193.967898183851,-2.3067003021351096,278.0,146.0,223.0,148.0,198.75
